Age,Are you self-employed?,How many employees does your company or organization have?,Has Benefits,Do you know the options for mental health care available under your employer-provided coverage?,Fears Consequences,Comfort w Coworkers,Comfort w Supervisor,Cluster
30.0,0.0,0.25,0.5,0.49,0.0,0.5,0.5,3
35.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
40.0,0.0,0.09,0.5,0.0,0.5,0.0,0.0,0
33.0,0.0,0.09,1.0,0.0,0.5,0.0,0.0,0
35.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
22.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0
28.0,0.0,0.73,1.0,0.49,0.5,0.5,0.5,1
39.0,0.0,0.57,1.0,1.0,0.5,0.0,0.0,0
33.0,0.0,0.73,0.5,0.0,0.0,1.0,1.0,3
25.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
37.0,0.0,0.25,0.5,0.49,0.0,0.5,0.5,3
41.0,0.0,0.35,0.5,0.0,0.5,0.0,0.0,0
30.0,0.0,0.57,1.0,0.49,0.0,0.0,0.0,0
42.0,0.0,0.57,1.0,1.0,0.0,0.5,1.0,1
52.0,0.0,0.25,1.0,0.0,0.0,0.5,0.5,3
30.0,0.0,0.09,0.0,0.0,0.0,0.5,0.5,3
35.0,0.0,0.35,1.0,1.0,0.0,0.5,1.0,1
24.0,0.0,0.09,0.5,0.0,0.0,0.5,0.0,3
39.0,0.0,0.25,0.5,0.49,0.0,0.5,1.0,3
34.0,0.0,0.25,1.0,0.49,1.0,0.5,0.5,0
32.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
25.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
43.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0
39.0,0.0,0.25,1.0,0.0,0.0,0.0,0.5,3
35.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
34.0,0.0,0.09,1.0,1.0,0.0,1.0,1.0,1
38.0,0.0,0.57,1.0,0.49,0.5,0.5,1.0,1
26.0,0.0,0.73,1.0,1.0,1.0,1.0,1.0,1
24.0,0.0,0.25,0.0,0.49,0.5,0.5,0.0,0
27.0,0.0,0.57,0.5,0.49,1.0,0.0,0.0,0
25.0,0.0,0.25,1.0,1.0,0.0,0.5,0.0,1
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
33.0,0.0,0.57,1.0,0.49,0.5,0.0,0.5,0
34.0,0.0,0.09,0.0,0.49,1.0,0.0,0.0,0
27.0,0.0,0.09,0.5,0.49,0.5,0.0,0.0,0
33.0,0.0,0.73,1.0,0.0,0.5,0.0,0.5,0
50.0,0.0,0.25,1.0,0.49,0.5,1.0,1.0,1
54.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
32.0,0.0,0.57,1.0,0.49,1.0,1.0,0.0,0
39.0,0.0,0.25,0.5,0.49,0.0,0.5,0.5,3
36.0,0.0,0.25,0.5,0.0,0.0,1.0,1.0,3
34.0,0.0,0.73,0.5,0.0,0.5,1.0,0.5,3
31.0,0.0,0.73,0.5,0.49,0.5,0.5,1.0,3
36.0,0.0,0.57,0.0,0.49,0.0,0.5,1.0,3
48.0,0.0,0.57,0.5,0.49,0.0,1.0,1.0,3
31.0,0.0,0.25,0.5,0.0,0.0,0.5,1.0,3
32.0,0.0,0.79,0.0,0.49,0.0,1.0,1.0,3
32.0,0.0,0.73,0.5,0.49,1.0,0.0,0.0,0
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
28.0,0.0,0.79,0.19,0.49,0.0,0.5,1.0,3
28.0,0.0,0.57,0.5,0.0,1.0,0.0,0.0,0
33.0,0.0,0.09,1.0,1.0,1.0,0.0,0.5,0
33.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
59.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
33.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
37.0,0.0,0.73,0.5,0.0,1.0,0.5,0.5,0
27.0,0.0,0.25,0.5,0.49,0.5,0.5,0.5,3
39.0,0.0,0.57,0.0,0.0,0.0,0.5,0.5,3
50.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
34.0,0.0,0.57,1.0,1.0,0.5,0.5,1.0,1
50.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
31.0,0.0,0.25,0.19,0.49,0.0,0.5,1.0,3
39.0,0.0,0.57,1.0,1.0,1.0,0.0,0.0,0
46.0,0.0,0.09,0.5,0.0,0.5,0.0,0.0,0
28.0,0.0,0.57,0.5,0.0,0.0,0.5,1.0,3
32.0,0.0,0.09,0.5,0.49,0.5,0.0,0.0,0
65.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
41.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
51.0,0.0,0.09,0.5,0.49,0.0,1.0,1.0,3
29.0,0.0,0.35,0.5,0.0,0.0,1.0,1.0,3
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
32.0,0.0,0.79,0.0,0.49,0.0,1.0,1.0,3
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
52.0,0.0,0.57,0.19,0.49,0.5,0.0,0.5,0
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
35.0,0.0,0.57,1.0,1.0,1.0,0.5,0.5,1
29.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
63.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
47.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
43.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,0.0,0.09,0.0,0.49,0.5,1.0,1.0,3
27.0,0.0,0.25,0.5,0.0,0.5,0.0,1.0,3
40.0,0.0,0.25,0.5,0.0,0.0,0.0,1.0,3
32.0,0.0,0.35,0.19,0.49,1.0,0.0,0.0,0
43.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
28.0,0.0,0.73,1.0,1.0,0.5,0.5,0.5,1
46.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
42.0,0.0,0.57,0.0,1.0,0.5,0.0,0.0,0
31.0,0.0,0.79,0.0,1.0,0.5,0.5,0.5,0
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
35.0,0.0,0.25,0.0,0.49,0.0,0.0,0.0,0
30.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
35.0,0.0,0.09,0.19,0.49,0.0,1.0,1.0,3
24.0,0.0,0.09,1.0,1.0,0.5,0.5,1.0,1
23.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0
39.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,0.0,0.25,0.0,0.49,0.0,0.5,0.5,3
28.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
30.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
33.0,0.0,0.09,0.5,0.0,0.0,0.0,0.5,3
35.0,0.0,0.09,0.5,0.49,0.0,1.0,1.0,3
54.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
30.0,0.0,0.73,0.5,0.49,0.0,0.5,0.5,3
32.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
28.0,0.0,0.35,0.5,0.0,0.0,0.0,0.5,3
39.0,0.0,0.25,0.0,0.49,0.0,0.5,1.0,3
21.0,0.0,0.79,0.0,1.0,0.5,0.5,0.5,0
31.0,0.0,0.25,1.0,1.0,0.5,0.5,1.0,1
30.0,0.0,0.57,0.5,0.0,1.0,0.0,0.0,0
25.0,0.0,0.09,1.0,0.49,0.5,0.5,0.5,1
26.0,0.0,0.25,0.19,0.49,0.5,1.0,0.5,3
30.0,0.0,0.09,1.0,0.49,0.0,0.5,1.0,1
30.0,0.0,0.35,0.0,0.49,0.0,0.5,1.0,3
31.0,0.0,0.73,0.5,0.49,0.0,1.0,1.0,3
32.0,0.0,0.73,0.5,0.49,0.5,0.5,0.5,0
45.0,0.0,0.09,0.0,0.49,0.0,0.5,1.0,3
29.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
27.0,0.0,0.09,1.0,0.0,0.5,0.0,0.0,0
28.0,0.0,0.09,0.19,0.49,0.0,0.0,0.5,3
38.0,0.0,0.35,1.0,0.0,0.5,0.5,0.5,3
38.0,0.0,0.35,1.0,1.0,0.5,0.5,1.0,1
34.0,0.0,0.57,0.5,0.49,0.0,0.5,1.0,3
36.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
23.0,0.0,0.25,0.5,0.0,0.0,0.5,1.0,3
40.0,0.0,0.73,1.0,0.49,1.0,0.0,0.5,0
39.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
28.0,0.0,0.09,0.5,0.49,0.5,0.0,0.5,0
33.0,0.0,0.25,0.5,0.0,0.0,1.0,1.0,3
32.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
32.0,0.0,0.57,1.0,0.0,0.5,0.0,0.5,0
27.0,0.0,0.57,1.0,1.0,0.0,0.5,1.0,1
33.0,0.0,0.73,0.0,0.0,1.0,0.0,0.0,0
34.0,0.0,0.73,0.5,0.49,0.5,0.5,1.0,3
38.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
35.0,0.0,0.57,1.0,0.0,0.5,0.0,0.0,0
39.0,0.0,0.09,1.0,0.49,0.5,0.5,1.0,1
35.0,0.0,0.57,1.0,0.49,0.0,0.5,0.5,1
34.0,0.0,0.73,0.5,0.0,0.0,1.0,0.5,3
44.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
42.0,0.0,0.35,1.0,0.49,0.0,1.0,0.5,1
30.0,0.0,0.25,1.0,0.0,0.5,0.0,0.5,0
55.0,0.0,0.09,1.0,0.0,1.0,0.5,1.0,3
46.0,0.0,0.09,0.0,1.0,0.5,0.0,0.5,0
33.0,0.0,0.73,1.0,1.0,0.0,1.0,1.0,1
30.0,0.0,0.09,1.0,0.49,0.5,1.0,1.0,1
30.0,0.0,0.09,0.0,0.49,0.0,1.0,1.0,3
31.0,0.0,0.57,1.0,1.0,1.0,0.0,0.0,0
38.0,0.0,0.57,1.0,0.49,0.5,0.5,1.0,1
30.0,0.0,0.73,1.0,1.0,1.0,1.0,1.0,1
32.0,0.0,0.35,1.0,1.0,0.0,1.0,1.0,1
32.0,0.0,0.57,0.0,0.49,1.0,0.0,0.0,0
47.0,0.0,0.09,1.0,0.0,0.5,0.5,0.5,3
39.0,0.0,0.25,0.0,0.49,0.0,0.5,1.0,3
35.0,0.0,0.73,0.5,0.49,1.0,0.0,0.0,0
36.0,0.0,0.73,1.0,1.0,1.0,0.0,0.0,0
38.0,0.0,0.73,1.0,1.0,0.5,0.0,0.5,1
30.0,0.0,0.73,0.5,0.49,0.5,0.5,0.0,0
33.0,0.0,0.09,0.5,0.49,0.5,1.0,1.0,3
22.0,0.0,0.25,0.5,0.49,1.0,0.5,0.0,0
35.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
26.0,0.0,0.09,0.5,0.0,0.5,0.5,1.0,3
34.0,0.0,0.73,1.0,1.0,0.0,1.0,1.0,1
40.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
37.0,0.0,0.73,0.0,0.49,1.0,1.0,1.0,3
43.0,0.0,0.79,0.0,0.0,0.5,0.0,0.5,0
20.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
30.0,0.0,0.35,0.5,0.0,0.5,1.0,1.0,3
32.0,0.0,0.57,1.0,0.49,0.0,0.0,0.5,1
35.0,0.0,0.57,1.0,1.0,0.5,0.5,1.0,1
29.0,0.0,0.09,1.0,0.0,0.0,0.5,0.5,3
29.0,0.0,0.35,0.0,0.49,0.0,1.0,1.0,3
30.0,0.0,0.57,1.0,0.0,0.5,0.5,0.5,0
30.0,0.0,0.73,0.5,0.0,0.5,0.0,0.0,0
38.0,0.0,0.73,1.0,0.49,0.0,1.0,1.0,1
30.0,0.0,0.09,1.0,0.0,0.5,1.0,1.0,3
26.0,0.0,0.09,0.0,0.0,0.0,0.0,0.5,3
27.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
24.0,0.0,0.79,0.0,0.49,0.0,0.5,0.5,3
35.0,0.0,0.73,1.0,0.0,1.0,0.5,0.0,0
38.0,0.0,0.57,1.0,0.49,0.5,0.5,1.0,1
36.0,0.0,0.73,1.0,1.0,0.5,0.0,0.0,0
34.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
35.0,0.0,0.09,1.0,1.0,0.0,0.5,0.5,1
25.0,0.0,0.25,0.5,0.49,0.0,1.0,1.0,3
32.0,0.0,0.73,0.5,0.49,0.0,1.0,1.0,3
32.0,0.0,0.73,0.0,0.49,0.5,0.0,0.5,0
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
28.0,0.0,0.73,0.5,0.49,0.0,0.5,1.0,3
34.0,0.0,0.35,1.0,1.0,0.5,0.5,0.5,1
40.0,0.0,0.57,1.0,1.0,0.5,0.0,0.5,1
45.0,0.0,0.57,1.0,0.49,0.5,0.0,0.0,0
31.0,0.0,0.73,0.5,0.49,0.0,1.0,1.0,3
30.0,0.0,0.57,1.0,1.0,0.5,0.5,0.5,1
47.0,0.0,0.57,1.0,1.0,0.5,1.0,1.0,1
48.0,0.0,0.73,0.5,0.0,1.0,0.5,0.5,0
44.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
29.0,0.0,0.57,0.19,0.0,1.0,0.0,0.5,0
52.0,0.0,0.57,1.0,1.0,0.0,0.5,1.0,1
34.0,0.0,0.73,1.0,1.0,0.0,1.0,1.0,1
34.0,0.0,0.73,1.0,1.0,0.0,0.5,1.0,1
27.0,0.0,0.57,0.5,0.49,0.5,0.5,0.5,0
30.0,0.0,0.57,0.0,0.0,0.5,0.0,0.0,0
40.0,0.0,0.25,1.0,1.0,0.0,1.0,1.0,1
26.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
36.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
35.0,0.0,0.09,0.5,0.49,0.0,0.5,1.0,3
43.0,0.0,0.57,1.0,0.0,0.5,0.0,0.5,0
36.0,0.0,0.09,0.0,0.49,0.5,0.5,0.5,3
32.0,0.0,0.73,1.0,1.0,1.0,0.5,1.0,1
36.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,0.0,0.57,0.0,0.49,1.0,0.0,0.0,0
35.0,0.0,0.57,1.0,0.49,0.5,1.0,0.5,1
35.0,0.0,0.73,0.19,0.49,0.5,0.5,0.5,0
45.0,0.0,0.57,1.0,0.49,1.0,0.5,0.5,0
47.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
27.0,0.0,0.73,0.5,0.49,0.5,0.5,0.5,0
26.0,0.0,0.09,0.5,0.0,0.5,0.0,0.0,0
51.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
25.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,0
41.0,0.0,0.73,0.0,0.49,1.0,0.0,0.0,0
34.0,0.0,0.57,1.0,1.0,0.5,1.0,1.0,1
43.0,0.0,0.73,0.0,0.49,0.5,1.0,0.0,0
33.0,0.0,0.09,0.5,0.0,1.0,0.5,1.0,3
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
27.0,0.0,0.09,0.0,0.49,1.0,0.0,0.0,0
54.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
38.0,0.0,0.57,0.5,0.49,0.0,0.0,0.0,0
42.0,0.0,0.57,0.0,0.0,0.5,1.0,0.5,3
30.0,0.0,0.09,1.0,0.49,0.5,0.5,0.5,1
43.0,0.0,0.35,1.0,0.49,0.5,0.5,1.0,1
33.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
37.0,0.0,0.79,0.19,0.49,0.0,1.0,1.0,3
25.0,0.0,0.73,1.0,0.49,0.5,0.0,0.5,0
27.0,0.0,0.57,0.19,0.49,1.0,0.0,0.0,0
27.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
27.0,0.0,0.57,1.0,0.0,1.0,0.0,0.0,0
35.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
24.0,0.0,0.25,0.0,0.49,0.5,0.5,0.5,3
31.0,0.0,0.73,0.19,0.49,0.5,0.0,0.0,0
31.0,0.0,0.09,0.5,0.49,0.0,0.5,0.5,3
32.0,0.0,0.57,1.0,0.0,0.5,1.0,1.0,3
33.0,0.0,0.57,0.0,0.0,0.5,0.0,0.5,0
56.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
43.0,0.0,0.57,1.0,0.49,1.0,0.5,0.0,0
49.0,0.0,0.57,1.0,0.49,0.0,0.5,1.0,1
35.0,0.0,0.09,0.0,0.49,0.5,0.5,1.0,3
53.0,0.0,0.57,1.0,1.0,1.0,1.0,0.0,1
45.0,0.0,0.73,0.5,0.49,0.0,0.0,0.5,0
40.0,0.0,0.73,1.0,0.0,1.0,0.0,0.0,0
52.0,0.0,0.57,0.19,0.49,1.0,0.0,0.5,0
30.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
41.0,0.0,0.57,1.0,1.0,0.5,0.5,0.5,1
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
31.0,0.0,0.73,0.19,0.49,0.0,0.5,0.5,3
24.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
44.0,0.0,0.73,0.0,0.49,0.5,0.0,0.5,0
37.0,0.0,0.57,1.0,0.0,0.5,0.5,0.5,0
22.0,0.0,0.25,0.0,0.49,0.5,0.0,0.0,0
31.0,0.0,0.09,1.0,1.0,0.5,0.0,0.5,1
36.0,0.0,0.09,0.0,0.49,1.0,0.0,0.0,0
28.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
25.0,0.0,0.35,0.5,0.0,0.5,0.0,0.5,0
49.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
22.0,0.0,0.79,0.19,0.49,0.0,1.0,1.0,3
43.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
33.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
36.0,0.0,0.35,1.0,1.0,1.0,0.0,0.0,0
26.0,0.0,0.09,1.0,0.49,1.0,0.0,0.0,0
43.0,0.0,0.57,1.0,0.49,0.0,0.5,1.0,1
21.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
39.0,0.0,0.57,0.19,0.49,0.5,0.0,1.0,3
46.0,0.0,0.57,1.0,0.49,0.5,1.0,0.5,1
32.0,0.0,0.79,0.19,0.0,1.0,0.5,0.5,0
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
39.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
44.0,0.0,0.73,0.5,0.49,0.5,0.0,0.5,0
36.0,0.0,0.57,1.0,0.49,1.0,0.0,0.0,0
31.0,0.0,0.57,0.5,0.49,0.0,0.5,1.0,3
30.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
36.0,0.0,0.73,1.0,0.49,1.0,0.5,0.0,0
31.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
23.0,0.0,0.79,0.0,0.49,0.0,0.0,0.0,0
23.0,0.0,0.09,1.0,0.49,0.5,0.0,0.0,0
30.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
34.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
49.0,0.0,0.25,0.0,0.49,0.0,1.0,1.0,3
25.0,0.0,0.25,0.0,0.49,0.5,0.5,0.0,0
39.0,0.0,0.25,0.0,0.0,0.5,0.5,0.5,3
37.0,0.0,0.57,0.0,0.49,1.0,0.0,0.0,0
26.0,0.0,0.09,0.5,0.0,0.0,1.0,1.0,3
41.0,0.0,0.73,0.5,1.0,0.5,0.5,0.0,0
28.0,0.0,0.25,0.0,0.49,0.0,0.5,1.0,3
33.0,0.0,0.73,0.19,0.49,0.5,0.5,0.5,0
74.0,0.0,0.73,0.0,0.0,1.0,1.0,1.0,3
28.0,0.0,0.73,0.5,0.49,0.5,0.0,1.0,0
47.0,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0
25.0,0.0,0.73,0.5,0.49,1.0,0.0,0.5,0
51.0,0.0,0.73,1.0,1.0,0.0,0.5,1.0,1
26.0,0.0,0.57,1.0,1.0,1.0,0.0,0.0,0
24.0,0.0,0.09,1.0,1.0,1.0,0.5,0.0,0
33.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
32.0,0.0,0.09,1.0,1.0,1.0,0.0,0.0,0
57.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0
39.0,0.0,0.57,1.0,1.0,0.0,0.5,1.0,1
26.0,0.0,0.25,0.0,0.49,0.5,0.0,0.5,0
38.0,0.0,0.73,0.5,0.0,1.0,0.0,0.0,0
33.0,0.0,0.79,1.0,0.0,0.5,1.0,0.5,3
30.0,0.0,0.25,1.0,1.0,0.5,0.0,0.5,1
25.0,0.0,0.73,0.5,0.49,0.5,0.5,0.5,0
40.0,0.0,0.09,1.0,1.0,0.5,1.0,1.0,1
26.0,0.0,0.57,1.0,1.0,0.5,1.0,1.0,1
34.0,0.0,0.57,1.0,1.0,0.5,1.0,0.5,1
46.0,0.0,0.57,1.0,1.0,1.0,0.0,0.0,0
31.0,0.0,0.57,0.19,0.49,1.0,0.0,0.0,0
42.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
30.0,0.0,0.57,0.5,0.0,0.5,1.0,1.0,3
26.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
29.0,0.0,0.79,0.19,0.49,0.5,0.5,0.5,0
31.0,0.0,0.73,1.0,1.0,0.0,1.0,1.0,1
40.0,0.0,0.09,0.5,0.49,0.0,1.0,1.0,3
39.0,0.0,0.09,1.0,0.49,0.5,1.0,1.0,1
37.0,0.0,0.09,1.0,0.0,0.5,0.5,0.5,3
27.0,0.0,0.09,0.5,0.49,0.5,1.0,1.0,3
45.0,0.0,0.09,0.5,0.0,0.5,0.0,0.0,0
29.0,0.0,0.09,0.5,0.0,0.5,0.5,0.5,3
47.0,0.0,0.09,1.0,0.0,0.0,1.0,1.0,3
33.0,0.0,0.73,0.5,0.0,0.0,1.0,1.0,3
32.0,0.0,0.09,0.5,0.0,0.5,0.0,0.0,0
29.0,0.0,0.09,0.5,0.0,0.0,1.0,1.0,3
36.0,0.0,0.09,1.0,0.49,0.0,0.5,0.5,1
35.0,0.0,0.25,0.5,0.49,1.0,0.0,0.0,0
40.0,0.0,0.09,1.0,0.0,0.5,0.5,1.0,3
36.0,0.0,0.09,1.0,0.49,0.5,0.0,0.0,0
39.0,0.0,0.57,0.5,0.0,1.0,0.0,0.0,0
38.0,0.0,0.09,1.0,0.0,0.0,0.5,1.0,3
23.0,0.0,0.79,0.5,0.49,0.0,1.0,1.0,3
29.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0
38.0,0.0,0.73,0.5,0.0,0.0,0.5,0.5,3
34.0,0.0,0.57,1.0,1.0,0.5,0.5,0.5,1
28.0,0.0,0.57,0.0,0.49,0.5,0.0,0.0,0
38.0,0.0,0.25,0.0,0.49,0.0,1.0,1.0,3
25.0,0.0,0.09,1.0,1.0,1.0,0.0,0.0,0
36.0,0.0,0.57,1.0,1.0,0.0,1.0,1.0,1
57.0,0.0,0.57,0.19,0.49,1.0,0.0,0.0,0
46.0,0.0,0.57,0.5,0.0,0.5,0.0,0.0,0
49.0,0.0,0.57,1.0,1.0,1.0,0.0,0.0,0
34.0,0.0,0.57,0.5,0.0,0.5,0.0,0.5,0
43.0,0.0,0.09,0.5,0.0,0.0,0.5,1.0,3
35.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
32.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
24.0,0.0,0.57,0.19,0.49,0.0,0.0,0.0,0
33.0,0.0,0.57,1.0,1.0,0.5,0.5,0.5,1
28.0,0.0,0.79,0.5,0.0,0.0,1.0,1.0,3
48.0,0.0,0.57,1.0,0.49,0.5,0.5,1.0,1
33.0,0.0,0.09,1.0,1.0,1.0,0.5,0.5,1
40.0,0.0,0.73,0.19,0.49,0.0,0.0,0.5,0
22.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
22.0,0.0,0.73,0.0,0.0,1.0,0.0,0.0,0
23.0,0.0,0.73,1.0,1.0,0.5,0.5,0.0,1
33.0,0.0,0.57,0.0,0.49,0.0,1.0,0.5,3
29.0,0.0,0.25,0.5,0.49,1.0,0.5,0.0,0
32.0,0.0,0.57,1.0,0.0,0.0,1.0,0.5,3
43.0,0.0,0.09,1.0,1.0,1.0,0.0,0.0,0
49.0,0.0,0.57,1.0,0.0,0.0,1.0,1.0,3
44.0,0.0,0.57,0.0,0.0,0.0,0.5,1.0,3
29.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
27.0,0.0,0.09,0.0,0.0,1.0,0.0,0.5,0
30.0,0.0,0.25,0.5,0.49,1.0,0.5,0.5,0
43.0,0.0,0.79,0.0,0.49,0.0,0.5,1.0,3
30.0,0.0,0.09,1.0,1.0,0.5,0.0,0.5,1
33.0,0.0,0.09,1.0,0.0,0.5,0.5,1.0,3
27.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
26.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,0
47.0,0.0,0.73,0.5,1.0,1.0,0.0,1.0,0
30.0,0.0,0.25,0.5,0.49,0.5,0.0,0.0,0
39.0,0.0,0.25,0.5,0.0,0.5,0.0,0.5,0
36.0,0.0,0.73,0.5,0.49,0.5,0.5,0.0,0
34.0,0.0,0.25,0.0,0.0,0.0,0.5,0.5,3
25.0,0.0,0.09,1.0,0.0,0.5,0.0,0.0,0
28.0,0.0,0.09,0.5,0.0,0.5,0.5,0.0,0
38.0,0.0,0.57,1.0,1.0,0.0,1.0,1.0,1
39.0,0.0,0.73,1.0,0.0,0.0,0.5,1.0,3
32.0,0.0,0.25,0.5,0.49,0.5,0.5,0.5,3
27.0,0.0,0.09,0.5,0.49,0.5,0.0,0.5,0
31.0,0.0,0.35,1.0,1.0,0.5,0.5,0.5,1
30.0,0.0,0.09,0.5,0.0,0.0,0.0,0.0,0
34.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
26.0,0.0,0.09,0.5,0.0,0.5,0.0,0.5,0
27.0,0.0,0.73,1.0,0.49,0.5,0.5,0.0,0
29.0,0.0,0.09,0.5,0.0,0.0,0.5,0.5,3
37.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
49.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
39.0,0.0,0.57,0.5,0.0,0.5,0.0,0.0,0
42.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
28.0,0.0,0.35,1.0,1.0,0.5,0.5,0.0,1
33.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
30.0,1.0,0.35,0.5,0.49,0.5,0.5,0.5,2
70.0,0.0,0.09,1.0,1.0,0.0,1.0,1.0,1
25.0,0.0,0.25,0.0,0.49,0.5,0.0,0.5,0
45.0,0.0,0.09,0.5,0.49,0.0,1.0,1.0,3
63.0,0.0,0.57,1.0,1.0,0.0,1.0,1.0,1
40.0,0.0,0.09,1.0,1.0,0.0,0.5,0.5,1
39.0,0.0,0.09,1.0,1.0,0.5,0.5,0.5,1
31.0,0.0,0.25,1.0,0.0,0.0,0.5,0.5,3
